NÂº,#,TID,EPC,,,(kHz),(0Â°-180Â°),
531,3,E2003412013FFC000D13E962151E013A300D5FFBFFFFDC50,E2000019080A011823602643,-57,11,923250,2,Gen2
532,2,E200600316D9A695,30027,-55,11,923250,95,Gen2
533,15,E200680B000040069F26308B0000000000000000000000000000,E200680B0000000000000000,-58,11,912750,16,Gen2
534,2,E20034120131C1FFEEDF3F732611012E30055FFBFFFFDC50,DDEF36441633D66A11000D64,-55,11,923250,146,Gen2
535,1,E20034120131C1FFEEDF3F732611012F30055FFBFFFFDC50,DDEF36441633D66A11000D64,-56,11,923250,109,Gen2
536,4,E200680B00004006A1B430910000000000000000000000000000,E200680B0000000000000000,-50,11,923250,143,Gen2
537,4,E200680B00004006A06070DF0000000000000000000000000000,E200680B0000000000000000,-51,11,923250,137,Gen2
538,3,E200680B000040069F25D0E30000000000000000000000000000,E200680B0000000000000000,-52,11,923250,61,Gen2
539,4,E280117020000280606009A5,800720000000000000029085,-57,11,923250,171,Gen2
540,4,E200680B00004006B9F35D2F0000000000000000000000000000,E200680B0000000000000000,-56,11,913250,120,Gen2
541,3,E200680B00004006A060AC860000000000000000000000000000,E200680B0000000000000000,-58,11,923250,115,Gen2
542,4,E200680B000040069F25BC880000000000000000000000000000,E200680B0000000000000000,-51,11,923250,132,Gen2
543,3,E200680B00004006A19558B90000000000000000000000000000,E200680B0000000000000000,-52,11,923250,42,Gen2
544,2,E200600316D97B0A,34906,-58,11,923250,123,Gen2
545,1,E20034120154C3FFEEBADD28101C014C300D5FFBFFFFDC00,E200001D641902091690BFF1,-59,11,923250,67,Gen2
546,3,E2003412012DFC000D1CC5280B14012B700D5FFBFFFFDC60,E2000019081001390400EA81,-51,11,923250,84,Gen2
547,1,E2003412012DFC000D1CC5280B14012A300D5FFBFFFFDC60,E2000019081001390400EA81,-50,11,923250,2,Gen2
548,4,E200600316D916B6,53727,-54,11,913250,33,Gen2
549,2,E200600316DB7D34,29858,-60,11,923250,70,Gen2
550,3,E200680B00004006A1B2B0750000000000000000000000000000,E200680B0000000000000000,-54,11,923250,50,Gen2
551,2,E2003412012E2000002FE134051A012B300D5FFBFFFFDC50,E200002083030114096056F5,-52,11,923250,174,Gen2
552,1,E2003412012E2000002FE134051A012A300D5FFBFFFFDC50,E200002083030114096056F5,-55,11,923250,33,Gen2
553,3,E200680B00004006A1B1F11E0000000000000000000000000000,E200680B0000000000000000,-52,11,923250,154,Gen2
554,3,E2003412013B03000EEC9CA7071B013D700D5FFBFFFFDC50,E200001D89010084036036F6,-51,11,923250,120,Gen2
555,1,E2003412013B03000EEC9CA7071B013C700D5FFBFFFFDC50,E200001D89010084036036F6,-51,11,923250,75,Gen2
556,3,E28011002000704AE8C509A9,4E20198866DFC00000000001,-57,11,923250,70,Gen2
557,3,E200680B000040069F3504FE0000000000000000000000000000,E200680B0000000000000000,-52,11,923250,123,Gen2
558,3,E200657505489263,48170,-55,11,923250,109,Gen2
559,1,E200680B00004006A1B3F1070000000000000000000000000000,E200680B0000000000000000,-55,11,923250,135,Gen2
560,3,E280110520007983764C0A6B000000000000000000000000,FFFF5179,-40,11,923250,14,Gen2
561,1,E2003412012C02000A534C42130A012A300D4AFBFFFFDC50,4E20190A02BE000000000001,-51,11,923250,56,Gen2
562,5,E200680B00004006A0321CC00000000000000000000000000000,E200680B0000000000000000,-51,11,923250,73,Gen2
563,1,E2003412012C02000A534C42130A0129300D4AFBFFFFDC50,4E20190A02BE000000000001,-49,11,923250,42,Gen2
564,1,E2003412012C02000A534C42130A0128700D4AFBFFFFDC50,4E20190A02BE000000000001,-47,11,923250,174,Gen2
565,1,E2003412012C02000A534C42130A0128300D4AFBFFFFDC50,4E20190A02BE000000000001,-47,11,923250,171,Gen2
566,2,E200680B00004006B9F30C3A0000000000000000000000000000,E200680B0000000000000000,-48,11,923250,42,Gen2
567,3,E200680B000040069F324D1B0000000000000000000000000000,E200680B0000000000000000,-56,11,923250,25,Gen2
568,3,E200680B00004006B9F260640000000000000000000000000000,E200680B0000000000000000,-59,11,923250,0,Gen2
569,2,E200680B00004006A1B1F44B0000000000000000000000000000,E200680B0000000000000000,-60,11,923250,45,Gen2
570,3,E200657505496868,81302,-56,11,923250,56,Gen2
571,3,E200657505484D1B,10412,-58,11,923250,73,Gen2
572,3,E200680B00004006B9F0C8D80000000000000000000000000000,E200680B0000000000000000,-51,11,923250,171,Gen2
573,3,E2801170200011CEBB2709C4,800720000000000000021402,-61,11,923250,28,Gen2
574,3,E200680B000040069F262C7B0000000000000000000000000000,E200680B0000000000000000,-49,11,923250,106,Gen2
575,2,E200680B000040069F3524570000000000000000000000000000,E200680B0000000000000000,-52,11,923250,165,Gen2
576,1,E20034120167C3FFEEBAC9451C0D015B300D5FFBFFFFDC00,E200001D641901941190AC0E,-55,11,923250,2,Gen2
577,1,E20034120167C3FFEEBAC9451C0D0159300D5FFBFFFFDC00,E200001D641901941190AC0E,-55,11,923250,25,Gen2
578,1,E20034120167C3FFEEBAC9451C0D015C300D5FFBFFFFDC00,E200001D641901941190AC0E,-55,11,923250,22,Gen2
579,2,E200680B000040069F25AC7F0000000000000000000000000000,E200680B0000000000000000,-54,11,923250,177,Gen2
580,1,E28011002000788C217909ED,800720000000000000018281,-61,11,923250,163,Gen2
581,4,E200680B000040069F221C850000000000000000000000000000,E200680B0000000000000000,-58,11,923250,19,Gen2
582,3,E200680B00004006A061F8300000000000000000000000000000,E200680B0000000000000000,-55,11,923250,53,Gen2
583,3,E200680B00004006A1B3E4F20000000000000000000000000000,E200680B0000000000000000,-51,11,923250,112,Gen2
584,3,E200657505496779,81308,-56,11,923250,42,Gen2
585,3,E20065750549C3D0,57966,-56,11,923250,30,Gen2
586,3,E200680B000040069F2500460000000000000000000000000000,E200680B0000000000000000,-57,11,923250,42,Gen2
587,2,E200680B000040069F25305A0000000000000000000000000000,E200680B0000000000000000,-56,11,923250,11,Gen2
588,4,E20065750548B008,43446,-55,11,923250,75,Gen2
589,2,E2003412013001000C4891780A05012C700D5FFBFFFFDC50,E200001D170702481320DB94,-51,11,923250,70,Gen2
590,3,E200680B00004006A032488B0000000000000000000000000000,E200680B0000000000000000,-56,11,923250,160,Gen2
591,7,E28011002000710C059808C6,4E201904CC29800000000001,-44,11,905250,109,Gen2
592,1,E20034120172C2FFEE92293E1105016910055FFBFFFFDC70,05091420160000000000188D,-61,11,905250,56,Gen2
593,1,E20034120172C2FFEE92293E1105016830055FFBFFFFDC70,05091420160000000000188D,-59,11,905250,174,Gen2
594,3,E200680B00004006B9F0A0CF0000000000000000000000000000,E200680B0000000000000000,-53,11,923250,154,Gen2
595,3,E20065750549BFD9,58246,-58,11,923250,106,Gen2
596,3,E200680B00004006B9F2EC390000000000000000000000000000,E200680B0000000000000000,-58,11,923250,30,Gen2
597,1,E2003412013301000AC70A1A1B19012F000D5FFBFFFFDC50,E200001D25070206004FD800,-57,11,923250,70,Gen2
598,3,E200680B00004006A0C178560000000000000000000000000000,E200680B0000000000000000,-50,11,923250,132,Gen2
599,2,E2003412012AC1FFEEDF55451003012810055FFBFFFFDC60,092220140000000000007080,-60,11,923250,33,Gen2
600,2,E2003412012AC1FFEEDF55451003012830055FFBFFFFDC60,092220140000000000007080,-57,11,923250,115,Gen2
601,3,E200680B00004006B9F2E45D0000000000000000000000000000,E200680B0000000000000000,-52,11,923250,106,Gen2
602,9,E2801105200070CE761D0A6B000000000000000000000000,FFFF4276,-35,11,913250,61,Gen2
603,2,E20065750549A41B,71564,-57,11,913250,112,Gen2
604,1,E2003412012DC1FFEEFEB240100D012710055FFBFFFFDC50,1671,-58,11,923250,14,Gen2
605,2,E2003412012DC1FFEEFEB240100D012830055FFBFFFFDC50,1671,-55,11,923250,42,Gen2
606,1,E200680B00004006A1B318D80000000000000000000000000000,E200680B0000000000000000,-55,11,923250,25,Gen2
607,1,E2003412012FFD00072073E418040130700D5FFBFFFFDC60,E2000016710C0034B200E0D2,-47,11,923250,135,Gen2
608,1,E2003412016F1D0005BA002E040D016C300D5FFBFFFFDC00,E200001932030039003A2700,-52,11,923250,33,Gen2
609,1,E2003412016F1D0005BA002E040D016A300D5FFBFFFFDC00,E200001932030039003A2700,-49,11,923250,160,Gen2
610,2,E2006575054976B8,86401,-61,11,923250,95,Gen2
611,3,E2006575054925E7,74611,-55,11,923250,70,Gen2
612,1,E200680B000040069F255C620000000000000000000000000000,E200680B0000000000000000,-59,11,923250,98,Gen2
613,2,E200341201261B00017A30ED1D1C0123300D5FFBFFFFDC60,E200001D16080085213039F2,-53,11,923250,115,Gen2
614,4,E20065750548E9FF,68747,-55,11,923250,64,Gen2
615,1,E2003412013402000A5349CE160A0130700D4AFBFFFFDC60,4E20190A030A400000000001,-49,11,923250,87,Gen2
616,6,E2006575054993A5,66733,-54,11,923250,30,Gen2
617,1,E2003412013402000A5349CE160A012F700D4AFBFFFFDC60,4E20190A030A400000000001,-48,11,923250,39,Gen2
618,1,E2003412013402000A5349CE160A012F300D4AFBFFFFDC60,4E20190A030A400000000001,-51,11,923250,73,Gen2
619,1,E2003412013402000A5349CE160A0130300D4AFBFFFFDC60,4E20190A030A400000000001,-51,11,923250,95,Gen2
620,2,E200680B00004006A0605CB70000000000000000000000000000,E200680B0000000000000000,-56,11,923250,157,Gen2
621,2,E200680B00004006A1B310280000000000000000000000000000,E200680B0000000000000000,-58,11,923250,61,Gen2
622,3,E200680B00004006A19295260000000000000000000000000000,E200680B0000000000000000,-51,11,923250,33,Gen2
623,2,E200341201310500004E7865121B012E300D5FFBFFFFDC50,E200002023010177047095E8,-51,11,923250,73,Gen2
624,3,E20065750548BD49,48909,-60,11,923250,143,Gen2
625,3,E28011052000795576150A6B000000000000000000000000,FFFF40DE,-38,11,923250,154,Gen2
626,4,E200600316D97253,51560,-57,11,923250,14,Gen2
627,3,E20065750548FE10,73287,-58,11,923250,118,Gen2
628,4,E200600316D90F4C,28711,-55,11,923250,109,Gen2
629,2,E200680B00004006B9F1450F0000000000000000000000000000,E200680B0000000000000000,-54,11,923250,101,Gen2
630,3,E200657505492ACC,62812,-58,11,923250,25,Gen2
631,2,E200680B00004006B9F2D02D0000000000000000000000000000,E200680B0000000000000000,-56,11,923250,56,Gen2
632,2,E200680B00004006B9F1D4180000000000000000000000000000,E200680B0000000000000000,-55,11,923250,101,Gen2
633,1,E200600316D98D07,77637,-60,11,923250,132,Gen2
634,2,E200680B00004006B9F2A4780000000000000000000000000000,E200680B0000000000000000,-51,11,923250,42,Gen2
635,2,E200680B00004006A03128D30000000000000000000000000000,E200680B0000000000000000,-55,11,923250,14,Gen2
636,2,E20034120174FA0001E5379F0204016D30055FFBFFFFDC70,E20034120174FA0001E5379F,-55,11,923250,5,Gen2
637,3,E200680B00004006B9F0B4880000000000000000000000000000,E200680B0000000000000000,-48,11,923250,137,Gen2
638,2,E20034120164C2FFEE5DBF4014010162300D5FFBFFFFDC00,E200001D6415018204909BF4,-51,11,923250,168,Gen2
639,2,E2003412012F0500004DE6AA1917012C300D5FFBFFFFDC60,E2000020230100181160042D,-58,11,923250,5,Gen2
640,1,E20034120164C2FFEE5DBF4014010163300D5FFBFFFFDC00,E200001D6415018204909BF4,-51,11,923250,0,Gen2
641,7,E200680B00004006A06130E20000000000000000000000000000,E200680B0000000000000000,-48,11,913250,109,Gen2
642,2,E200680B00004006B9F2D05A0000000000000000000000000000,E200680B0000000000000000,-57,11,923250,64,Gen2
643,1,E2003412012F01000C48510A111E012B300D5FFBFFFFDC40,E200001D1707018020109B26,-53,11,923250,33,Gen2
644,1,E2003412012F01000C48510A111E012C300D5FFBFFFFDC40,E200001D1707018020109B26,-55,11,923250,101,Gen2
645,1,E2003412012F01000C48510A111E012B000D5FFBFFFFDC40,E200001D1707018020109B26,-59,11,923250,33,Gen2
646,3,E200680B000040069F26488D0000000000000000000000000000,E200680B0000000000000000,-52,11,923250,126,Gen2
647,3,E200600316D9988D,76274,-59,11,923250,2,Gen2
648,3,E200680B00004006A1B334490000000000000000000000000000,E200680B0000000000000000,-54,11,923250,123,Gen2
649,3,E200680B00004006A032C8460000000000000000000000000000,E200680B0000000000000000,-55,11,923250,14,Gen2
650,2,E200680B00004006A1B351230000000000000000000000000000,E200680B0000000000000000,-54,11,923250,123,Gen2
651,3,E200680B00004006A1B2F5320000000000000000000000000000,E200680B0000000000000000,-52,11,923250,56,Gen2
652,3,E200600316D97F99,19826,-59,11,923250,73,Gen2
653,2,E20065750549906C,86225,-61,11,923250,160,Gen2
654,2,E200680B00004006A1B2412B0000000000000000000000000000,E200680B0000000000000000,-51,11,923250,160,Gen2
655,4,E280110020007716781B094C,4E201905C792800000000001,-58,11,923250,25,Gen2
656,4,E200680B00004006B9F3592F0000000000000000000000000000,E200680B0000000000000000,-45,11,923250,146,Gen2
657,3,E200680B00004006A193A9110900000000000000000000000000,E200680B0000000000000000,-50,11,923250,19,Gen2
658,2,E2006575054898E3,56514,-58,11,923250,101,Gen2
659,2,E200341201361C00014C16EC1E1C0133700D5FFBFFFFDC60,E200001D7619011602805806,-51,11,923250,163,Gen2
660,1,E200341201361C00014C16EC1E1C0133300D5FFBFFFFDC60,E200001D7619011602805806,-54,11,923250,33,Gen2
661,1,E200341201361C00014C16EC1E1C0132300D5FFBFFFFDC60,E200001D7619011602805806,-53,11,923250,39,Gen2
662,3,E200680B00004006A1B1F8AD0000000000000000000000000000,E200680B0000000000000000,-50,11,923250,33,Gen2
663,3,E200680B00004006B9F2FCB80000000000000000000000000000,E200680B0000000000000000,-51,11,923250,174,Gen2
664,4,E200680B00004006A195445E0000000000000000000000000000,E200680B0000000000000000,-51,11,923250,33,Gen2
665,3,E200600316D94170,51035,-57,11,923250,126,Gen2
666,4,E200600316D92209,17081,-54,11,923250,95,Gen2
667,3,E200680B00004006A1B174910000000000000000000000000000,E200680B0000000000000000,-56,11,923250,53,Gen2
668,2,E200680B00004006B9F2E9060000000000000000000000000000,E200680B0000000000000000,-56,11,923250,61,Gen2
669,3,E28011002000571A8BE30170,4E201981DA5A000000000000,-56,11,923250,151,Gen2
670,4,E2006575054983CE,84793,-55,11,923250,53,Gen2
671,1,E200680B00004006B9F0CCFD0000000000000000000000000000,E200680B0000000000000000,-59,11,923250,19,Gen2
672,4,E20065750549C63C,84554,-59,11,923250,42,Gen2
673,3,E200341201300200032ABBBE0905012C300D5FFBFFFFDC50,E200001983060155255087AD,-51,11,923250,42,Gen2
674,4,E200680B00004006A1B35C490000000000000000000000000000,E200680B0000000000000000,-52,11,923250,98,Gen2
675,2,E200680B00004006A03218B80000000000000000000000000000,E200680B0000000000000000,-58,11,923250,101,Gen2
676,1,E200341201300200032AA1991112012E100D5FFBFFFFDC50,E20000198306013726306D88,-59,11,923250,84,Gen2
677,1,E200680B000040069F34548B0000000000000000000000000000,E200680B0000000000000000,-50,11,923250,33,Gen2
678,5,E2806894200040131FD145DE,B2311894000040131FD145DE,-44,11,923250,160,Gen2
679,5,E200680B00004006B9F210B20000000000000000000000000000,E200680B0000000000000000,-51,11,923250,151,Gen2
680,5,E200657505490D8B,73549,-57,11,923250,64,Gen2
681,3,E200680B000040069F22D41E0000000000000000000000000000,E200680B0000000000000000,-52,11,923250,135,Gen2
682,3,E20065750548EC9B,78925,-57,11,923250,112,Gen2
683,3,E200680B00004006A1B3B0DA0000000000000000000000000000,E200680B0000000000000000,-56,11,923250,39,Gen2
684,2,E20034120143C3FFEE9028240A0D014030055FFBFFFFDC40,E20083475901004613808677,-54,11,923250,47,Gen2
685,1,E20034120143C3FFEE9028240A0D013F30055FFBFFFFDC40,E20083475901004613808677,-52,11,923250,22,Gen2
686,3,E200680B00004006B9F1CC560000000000000000000000000000,E200680B0000000000000000,-49,11,923250,42,Gen2
687,5,E200680B00004006B9F2F4190000000000000000000000000000,E200680B0000000000000000,-56,11,923250,73,Gen2
688,5,E20065750548AB28,43420,-51,11,923250,14,Gen2
689,2,E2003412013B1B00017AD0E916010136300D5FFBFFFFDC50,E200001D160802442370D9EE,-54,11,923250,168,Gen2
690,1,E2003412013B1B00017AD0E916010134300D5FFBFFFFDC50,E200001D160802442370D9EE,-54,11,923250,47,Gen2
691,1,E2003412013B1B00017AD0E916010139300D5FFBFFFFDC50,E200001D160802442370D9EE,-54,11,923250,75,Gen2
692,3,E200680B00004006B9F354690000000000000000000000000000,E200680B0000000000000000,-58,11,923250,33,Gen2
693,3,E200680B00004006A1A151140000000000000000000000000000,E200680B0000000000000000,-47,11,923250,123,Gen2
694,3,E20034120131040000A43C010E07012E300D5FFBFFFFDC40,AA0004EF55555555AA048A31,-51,11,923250,174,Gen2
695,1,E20034120131040000A43C010E07012D300D5FFBFFFFDC40,AA0004EF55555555AA048A31,-51,11,923250,163,Gen2
696,3,E200680B00004006A062004B0000000000000000000000000000,E200680B0000000000000000,-58,11,923250,154,Gen2
697,2,E200680B00004006A1B344D80000000000000000000000000000,E200680B0000000000000000,-55,11,923250,104,Gen2
698,1,E200680B00004006B9F158CD0000000000000000000000000000,E200680B0000000000000000,-54,11,923250,14,Gen2
699,4,E200680B00004006A1B3F5020000000000000000000000000000,E200680B0000000000000000,-54,11,923250,132,Gen2
700,1,E200680B00004006A1B388250000000000000000000000000000,E200680B0000000000000000,-58,11,923250,39,Gen2
701,15,E28068942000400FAC831841,213041143109960002010000,-36,11,905250,132,Gen2
702,1,E20034120163C3FFEED0D07009160160000D5FFBFFFFDC00,E20000201916014116207283,-61,11,905250,67,Gen2
703,1,E2003412013501000B156C7C04160131000D5FFBFFFFDC60,000000000000000000C11E1F,-60,11,923250,157,Gen2
704,1,E2003412013501000B156C7C04160130000D5FFBFFFFDC60,000000000000000000C11E1F,-60,11,923250,92,Gen2
705,4,E200680B00004006A0C188B60000000000000000000000000000,E200680B0000000000000000,-53,11,923250,5,Gen2
706,31,E200600316D957F6,45701,-52,11,921250,73,Gen2
707,1,E200341201491D000208D37713070146300D5FFBFFFFDC00,E20000169401025023402605,-61,11,905250,171,Gen2
708,3,E200341201491D000208D37713070146100D5FFBFFFFDC00,E20000169401025023402605,-61,11,912750,53,Gen2
709,1,E2003412012FC1FFEEDFA0FC2209012D10055FFBFFFFDC50,092220140000000000004166,-58,11,923250,81,Gen2
710,1,E20034120170C3FFEEBAB1110C150169100D5FFBFFFFDC00,E200001D64190171289093DA,-61,11,923250,84,Gen2
711,1,E20034120146C3FFEE9023E30E1B014310055FFBFFFFDC40,E20083475901006014208236,-59,11,923250,135,Gen2
712,4,E200680B00004006A1B1C0C20000000000000000000000000000,E200680B0000000000000000,-45,11,923250,95,Gen2
713,2,E20034120161C3FFEEBA8FDA01160158300D5FFBFFFFDC00,E200001D64190141154072A3,-56,11,923250,70,Gen2
714,2,E2801160200075710CC2096C,3.14E+15,-57,11,923250,59,Gen2
715,1,E20034120161C3FFEEBA8FDA01160157300D5FFBFFFFDC00,E200001D64190141154072A3,-56,11,923250,25,Gen2
716,3,E200680B00004006A1B328830000000000000000000000000000,E200680B0000000000000000,-59,11,923250,61,Gen2
717,5,E200600316D9A90C,13449,-55,11,923250,123,Gen2
718,2,E200680B00004006A1B3C87F0000000000000000000000000000,E200680B0000000000000000,-57,11,923250,73,Gen2
719,2,E200680B00004006A030B8E70000000000000000000000000000,E200680B0000000000000000,-52,11,923250,14,Gen2
720,3,E200680B000040069F23148F0000000000000000000000000000,E200680B0000000000000000,-59,11,923250,129,Gen2
721,1,E2003412012E01000C47FFF81111012B300D5FFBFFFFDC50,E200001D1707010520104A14,-58,11,923250,163,Gen2
722,1,E2003412012E01000C47FFF811110127100D5FFBFFFFDC50,E200001D1707010520104A14,-60,11,923250,53,Gen2
723,4,E200680B000040069F2618750000000000000000000000000000,E200680B0000000000000000,-48,11,923250,143,Gen2
724,4,E200680B00004006A0C1643D0000000000000000000000000000,E200680B0000000000000000,-51,11,923250,73,Gen2
725,1,E2003412012F02000A534B56100A012C700D4AFBFFFFDC50,4E20190A02DA800000000001,-47,11,923250,19,Gen2
726,5,E200600316D91E1D,17090,-53,11,923250,2,Gen2
727,1,E2003412012F02000A534B56100A012B700D4AFBFFFFDC50,4E20190A02DA800000000001,-46,11,923250,112,Gen2
728,1,E2003412012F02000A534B56100A012A700D4AFBFFFFDC50,4E20190A02DA800000000001,-46,11,923250,33,Gen2
729,1,E2003412012F02000A534B56100A0129700D4AFBFFFFDC50,4E20190A02DA800000000001,-47,11,923250,11,Gen2
730,1,E2003412012F02000A534B56100A012A300D4AFBFFFFDC50,4E20190A02DA800000000001,-47,11,923250,106,Gen2
731,1,E200680B00004006A1B22C760000000000000000000000000000,E200680B0000000000000000,-60,11,923250,137,Gen2
732,1,E20034120165C3FFEE985D8B1B12016210055FFBFFFFDC40,E2008347590902491130A456,-59,11,923250,64,Gen2
733,2,E28011052000739576420A6B000000000000000000000000,FFFF025F,-36,11,923250,140,Gen2
734,1,E20034120165C3FFEE985D8B1B12016130055FFBFFFFDC40,E2008347590902491130A456,-58,11,923250,2,Gen2
735,2,E200680B000040069F23C80E0000000000000000000000000000,E200680B0000000000000000,-55,11,923250,19,Gen2
736,1,E20034120138030001A9204F0B160134300D5FFBFFFFDC60,0A8127000000000000000000,-55,11,923250,25,Gen2
737,1,E20034120138030001A9204F0B160135300D5FFBFFFFDC60,0A8127000000000000000000,-56,11,923250,19,Gen2
738,1,E20034120138030001A9204F0B160134000D5FFBFFFFDC60,0A8127000000000000000000,-61,11,923250,0,Gen2
739,2,E200680B00004006B9F184940000000000000000000000000000,E200680B0000000000000000,-55,11,923250,92,Gen2
740,3,E200680B00004006A1B3401F0000000000000000000000000000,E200680B0000000000000000,-51,11,923250,75,Gen2
741,4,E200680B00004006A1B3C0FB0000000000000000000000000000,E200680B0000000000000000,-51,11,923250,2,Gen2
742,4,E200680B00004006A061F8C30000000000000000000000000000,E200680B0000000000000000,-48,11,923250,8,Gen2
743,3,E2006575054875EC,32474,-54,11,923250,140,Gen2
744,3,E200680B00004006A045E0D30000000000000000000000000000,E200680B0000000000000000,-56,11,923250,56,Gen2
745,3,E200680B00004006B9F150C50000000000000000000000000000,E200680B0000000000000000,-58,11,923250,11,Gen2
746,1,E2003412014603000EED2C500A0A0142700D5FFBFFFFDC40,E200001D890102220700C69F,-51,11,923250,84,Gen2
747,1,E2003412014603000EED2C500A0A0143300D5FFBFFFFDC40,E200001D890102220700C69F,-50,11,923250,132,Gen2
748,1,E2003412014603000EED2C500A0A0141300D5FFBFFFFDC40,E200001D890102220700C69F,-49,11,923250,135,Gen2
749,4,E200657505492C59,86517,-54,11,923250,137,Gen2
750,2,E200680B00004006A1B358F40000000000000000000000000000,E200680B0000000000000000,-51,11,923250,174,Gen2
751,3,E200680B000040069F2224430000000000000000000000000000,E200680B0000000000000000,-54,11,923250,56,Gen2
752,1,E20034120169FE0003524F131811015F30055FFBFFFFDC10,959,-51,11,923250,132,Gen2
753,1,E20034120169FE0003524F131811016130055FFBFFFFDC10,959,-51,11,923250,47,Gen2
754,1,E20034120169FE0003524F131811016030055FFBFFFFDC10,959,-49,11,923250,115,Gen2
755,2,E200680B00004006A1B3206A0000000000000000000000000000,E200680B0000000000000000,-54,11,923250,73,Gen2
756,3,E200680B000040069F2570C40000000000000000000000000000,E200680B0000000000000000,-60,11,923250,64,Gen2
757,1,E200680B00004006A04600B60000000000000000000000000000,E200680B0000000000000000,-61,11,923250,140,Gen2
758,2,E28011052000788276140A6B000000000000000000000000,FFFF4630,-44,11,923250,67,Gen2
759,3,E200680B00004006B9F2F8BE0000000000000000000000000000,E200680B0000000000000000,-51,11,923250,45,Gen2
760,1,E280117020001569BB3609C4,800720000000000000022907,-61,11,923250,33,Gen2
761,1,E20034120138C2FFEE07CA262220013630055FFBFFFFDC40,18883,-55,11,923250,70,Gen2
762,2,E20034120138C2FFEE07CA262220013530055FFBFFFFDC40,18883,-57,11,923250,135,Gen2
763,1,E200680B000040069F2614960000000000000000000000000000,E200680B0000000000000000,-49,11,923250,56,Gen2
764,3,E200680B00004006B9F310B60000000000000000000000000000,E200680B0000000000000000,-44,11,923250,61,Gen2
765,3,E28011052000715E76350A6B000000000000000000000000,FFFF006F,-40,11,923250,25,Gen2
766,1,E20034120131FC000B73A20D0318012D100D5FFBFFFFDC50,E200001700BACD0112509ACA,-57,11,923250,39,Gen2
767,1,E20034120131FC000B73A20D0318012E300D5FFBFFFFDC50,E200001700BACD0112509ACA,-56,11,923250,118,Gen2
768,3,E2006575054991E6,84340,-53,11,923250,146,Gen2
769,4,E200680B00004006A1B360550000000000000000000000000000,E200680B0000000000000000,-51,11,923250,87,Gen2
770,1,E200680B000040069F3504CC0000000000000000000000000000,E200680B0000000000000000,-51,11,923250,146,Gen2
771,2,E200680B00004006A1A16C7B0000000000000000000000000000,E200680B0000000000000000,-60,11,923250,109,Gen2
772,3,E200680B000040069F24F8D20000000000000000000000000000,E200680B0000000000000000,-58,11,923250,2,Gen2
773,1,E2003412013601000630D2B9141A0133100D5FFBFFFFDC60,E200001B850B02381420D47B,-55,11,923250,73,Gen2
774,1,E2003412013601000630D2B9141A0132300D5FFBFFFFDC60,E200001B850B02381420D47B,-52,11,923250,120,Gen2
775,1,E2003412013601000630D2B9141A0133300D5FFBFFFFDC60,E200001B850B02381420D47B,-51,11,923250,135,Gen2
776,1,E2003412013903000E77A06A080D0135700D5FFBFFFFDC60,E200001D004C0B0022308FED,-49,11,923250,132,Gen2
777,3,E200680B00004006A1B21C450000000000000000000000000000,E200680B0000000000000000,-58,11,923250,70,Gen2
778,1,E2003412013903000E77A06A080D0134700D5FFBFFFFDC60,E200001D004C0B0022308FED,-49,11,923250,11,Gen2
779,1,E2003412013903000E77A06A080D0133300D5FFBFFFFDC60,E200001D004C0B0022308FED,-55,11,923250,56,Gen2
780,1,E2003412013903000E77A06A080D0137300D5FFBFFFFDC60,E200001D004C0B0022308FED,-54,11,923250,30,Gen2
781,1,E2003412013903000E77A06A080D0135300D5FFBFFFFDC60,E200001D004C0B0022308FED,-54,11,923250,70,Gen2
782,3,E200680B00004006A061B8650000000000000000000000000000,E200680B0000000000000000,-50,11,913250,36,Gen2
783,2,E200600316D91A2C,16753,-55,11,923250,2,Gen2
784,3,E200680B00004006B9F15D0E0000000000000000000000000000,E200680B0000000000000000,-47,11,923250,16,Gen2
785,3,E200680B000040069F3458280000000000000000000000000000,E200680B0000000000000000,-51,11,923250,61,Gen2
786,5,E2003412013103000E8B19701915012C700D5FFBFFFFDC60,AA0004EF55555555AA01CB42,-47,11,923250,90,Gen2
787,5,E200600316D98BE9,17311,-56,11,923250,42,Gen2
788,2,E200680B000040069F2580AD0000000000000000000000000000,E200680B0000000000000000,-49,11,923250,168,Gen2
789,4,E200680B00004006A061F0BD0000000000000000000000000000,E200680B0000000000000000,-46,11,923250,67,Gen2
790,3,E200680B00004006A1B340970000000000000000000000000000,E200680B0000000000000000,-54,11,923250,132,Gen2
791,3,E200680B00004006A1B2E0790000000000000000000000000000,E200680B0000000000000000,-52,11,923250,151,Gen2
792,3,E200680B00004006A1B290BA0000000000000000000000000000,E200680B0000000000000000,-49,11,923250,42,Gen2
793,1,E20034120130C1FFEEE4DFA30C15012C30055FFBFFFFDC60,092220140000000000007280,-55,11,923250,2,Gen2
794,1,E20034120130C1FFEEE4DFA30C15012D30055FFBFFFFDC60,092220140000000000007280,-56,11,923250,45,Gen2
795,4,E200600316D8F961,40794,-51,11,923250,16,Gen2
796,1,E2003412012C020008BEC8AE011B0129300D5FFBFFFFDC50,0F6873000000003FEB000000,-55,11,923250,45,Gen2
797,2,E2003412012C020008BEC8AE011B0127300D5FFBFFFFDC50,0F6873000000003FEB000000,-56,11,923250,47,Gen2
798,2,E200680B00004006A061F50F0000000000000000000000000000,E200680B0000000000000000,-56,11,923250,11,Gen2
